IMAGE_ID,RAW_TEXT,PREDICTED_SKUs1,PREDICTED_SKUs2,PREDICTED_SKUs3,PREDICTED_SKUs4,PREDICTED_SKUs5,PREDICTED_SKUs6,PREDICTED_SKUs7,PREDICTED_SKUs8,PREDICTED_SKUs9,PREDICTED_SKUs10
00P4H00001lmKutUAE_Image_Response_a0Z4H00000axbUNUAY,loking | Marlboro | Smoking | SMARTED | INDUCTION S | kills | kills | gold | Marthoro | Smoking | moking | kills | kills | gold | Mariir | Marlhoro | Marlboro | MAE | Marlbono | Smokin | seriously h | you and ot | MARLBORO | ound y | ld | Goid | DDF | 200s | DDF | AED 123 | USD 34.17 | We do | USA | www.dubaidutyfree.com | form to minors | seriously | and | AED | 123 | USD | 34.17 | form | minors,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000001yEipUAE_Image_Response_a0Z4H00000axbUPUAY,"PHILIPA | SUPRE | WA | 80mg | H | and | WHF | I M | L&M | Smoke contains | benzene, | nitrosamines, | L&M | formaldehyde | and hydrogen | FINE TOBACCOS | WG | FINELY CUT | cyanide | L&M YER M | SINNO | Smoking | kills | FINE TOBACCOS | FINELY CUT | L & M | Blue Label | 200s | AED 100 | USD 27.78 | www.dubardutyfree.com | BLUE LABEL | L&M | Smoking | seriously harms | you and others | FINE TOBACCOS | FINELY CUT | around you | Smoke | contains | hydrogen | FINE | TOBACCOS | FINELY | CUT | YER | Blue | Label | AED | 100 | USD | 27.78 | BLUE | LABEL | seriously | harms | you | others | around",LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,BELMONT BLUE,L&M GREEN,L&M STORM
00P4H00001mQA6JUAW_Image_Response_a0Z4H00000axbUKUAY,must | Marlboro | Marlboro | silver blue | silver blue | Smoking | seriously harm | you and others | around you | Smoking can | damage | the sperm | Martboro | and decre | MARLBORO | fertility | ilver blue | Silver Blue | DDF | 200s | DDF | Smoking | AED 189 | kills | USD 52.50 | www.dubaidutyfree.com | Smoking | Mariboro | seriously harms | you and others | -SEAL | around you | white | Smoking | Smoking | st | seriously harms | seriously harms | you and others | you and others | Martharo | the | C | around you | around you | ph | Smoking | Smoking | silver | blue | seriously | harm | you | and | others | around | can | sperm | decre | ilver | Silver | Blue | AED | 189 | USD | 52.50 | harms,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001lmLPwUAM_Image_Response_a0Z4H00000axbUSUAY,M | 2% OFFER | Smoking | PARLIAMENT | seriously harms | Aqua Blue | you and others | ORIGINAL RECESSID FILTER | around you | ESTD 1931 | FIFTH AVENUE -NEW YORK | BARLIAMENT | PARLIAMENT | 2 | OFFER | PARLIAMENT | Smoking | Aqua Blue | ORIGINAL RECESSED FILTER | kills | PARLIAMENT | PARLIAMENT | Sia | ESTD 1931 | FIFTH AVENUE NEW YORK | 2 OFFER | PARLIAMEN | Smoking | PARLIAMENT | seriously harms | Aqua Blue | you and others | | | RECESSED | around you | OFFER | CARTON | ESTD 1931 | FIFTH AVENUE NEW YORK | PARLIAMENT | Aqua Blue | 400s | AED 252 | USD 70.00 | www.dubaidulyfree.com | PARLIAMENT | seriously harms | Aqua a | seriously | harms | Aqua | Blue | you | and | others | FILTER | around | ESTD | 1931 | FIFTH | YORK | ORIGINAL | AVENUE | NEW | AED | 252 | USD | 70.00,CRAVEN A ORIGINAL,CHOICE FILTER,LARK BLUE,NEXT BLUE,DERBY ROJO ORIGINAL,PETTEROE'S ORIGINAL,ASSOS BLUE,CHESTERFIELD ORIGINAL,LONGBEACH FILTER,CHESTERFIELD ORIGINAL RED
00PdP0000047eZcUAI_Image_Response_a0Z4H00000axbUNUAY,EW - | Parliament | N | P | Smoking | PARLIAMENT | Blossom Breeze | kills | SMOKE SMELL CONTROL | TECHN OLOG | P | Smoking | PARLIAMENT | seriously harms | you and others | Blossom Breeze | around you | SMOKE SMELL CONTROL | ECHN OLOG Y | UNOZ | FOR DUTY FREE SALE ONLY | Smoking | PARLIAMENT | Blossom Breeze | kills | PARLIAMENT | MOKE SMELL CONTROL | T E CHN | O L O G Y | BLOSSOM BREEZE | 200s | AED 126 | USD 35.00 | www.dubaidutyfree.com | PARLIAMENT | Silver Blue | Blossom | Breeze | SMOKE | SMELL | CONTROL | seriously | harms | you | and | others | around | FREE | SALE ONLY | MOKE | CHN | BLOSSOM | BREEZE | AED | 126 | USD | 35.00 | Silver | Blue,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00PdP0000047sxTUAQ_Image_Response_a0Z4H00000axbURUAY,Smoking | CARTONS | Marthero | kills | Mae | edge | Smok DUTYPOLY | ing | MARLBORO | kills | Edge | 200s | AED 134 | SS smell | USD 37.22 | www.dubaidutyfree.com | Smoking | O | seriously harms | Marlboro | you and others | around you | edge | LESS | oking | leff | small | Marlboro | - | reser | ills | Smoking | ESTAL | Marlboro | kills | king | Marlboro | mg | ... | less small | 4 mg | harms | others | d you | Smoking | seriously harms | Marlboro | you and others | around you | edge | less smell | Smok | AED | 134 | smell | USD | 37.22 | seriously | you | and | around | less,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001lmFrTUAU_Image_Response_a0Z4H00000axbULUAY,"Elizetronics | Works only with IQOS ILUMA | This product is not risk free and | Th | ontains nicotine, which is addictive. | onta | TEREA | TEREA | Works only with IQOS ILUMA | roduct is not risk free and | e. | nicotine, which is addictive. | TERE | TEREA | Works only with IQOS | Works only with IQOS ILUMA | This product is not risk free a | his product is not risk free and | contains nicotine, which is addic | tains nicotine, which is addictive. | TERE | TEREA | Works only with ICOS | Works only with IQOS ILUMA | This product is not risk free a | This | and | TEREA | TEREA | Bronze | Teak | 200's | DDF | 200's | AED | Works | only | with | ILUMA | product | not | risk | free | nicotine, | which | addictive. | roduct | IQOS | his | contains | tains | only with",MARLBORO ADDITIVE FREE RED,ROTHMANS BLUE,MARLBORO ADDITIVE FREE BLUE,MARLBORO MENTHOL,ROTHMANS SPECIAL,ALPINE FINE MENTHOL,L&M MENTHOL CAPSULE,MARLBORO DRY MENTHOL,MARLBORO GOLD SMOOTH,MARLBORO BLACK MENTHOL
00PdP0000005pQCUAY_Image_Response_a0Z4H00000axbUPUAY,Number | Smok | Smoking | kills | kills | SELECTED PREMIUM TOBACCOS | noking | Smoi | sly harms | nd others | Number | seriously | und you | you and | around | SELECTED PREMIUM TOBACCOS | oking | Smoking | ly harms | seriously ha | d others | you and oth | around you | und you | SELECTED PREMIUM TOBACCOS | Smoking | oking | seriously harms | kills | you and others | around you | EMIUM TOBACCOS | SELECTED | MARLBORO | Red | 200's | AED 128 | USD 35.56 | www.dubardutyfree.com | g | of | Madeliaro | SEAL | n | PREMIUM | TOBACCOS | harms | others | und | you | and | EMIUM | AED | 128 | USD | 35.56,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001muq5aUAA_Image_Response_a0Z4H00000axbUMUAY,I | Winston | ONE | I | FOR | THE | FUMO | L&M | Smokin | kills | FINE TOBACCOS | FINELY CUT | 3 CARTONS | L&M | Smoking | seriously harms | you and others | FINE TOBACCOS | around you | FINELY CUT | L&M | 3 | CARTONS | & M | Smoking | LM | Blue | LM 3 CARTONS | E LABE | 600's | AED 273 | USD 75.83 | www.dubaidutyfree.com | FINELY CUT | TV | QUALITY TOBACCOS | L&M | SINCE 1953 | Liggett Myer | BLUELABEL | FINE | TOBACCOS | FINELY | CUT | seriously | harms | you | and | others | around | LABE | AED | 273 | USD | 75.83 | QUALITY | SINCE | 1953,LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,L&M COOL,L&M LOFT,LARK ONE,L&M GREEN,L&M STORM,NUMBER 7 BLUE
00P4H00001mOsdVUAS_Image_Response_a0Z4H00000axbUNUAY,"- | - | - - | FREE | NB | 3 | okir | kills, | Marbbaro | Smoking | kills | gold | SELECTED FINE TOBACCOS | 3 | 3 | Smoking | king | Marthoro | kills | Ma | Is | gold | SELECT | MARLBORO | Gold | 600s | AED 335 | USD 93.06 | www.dubaadutyfree.com | We do not sell tobacco or nicotine in | Arthoro | Smoking | Marmoro | kills | SMA -SEAL | gold | Calbara | SELECTED | FINE | AED | 335 | USD | 93.06 | not | sell | tobacco | nicotine | SMA | -SEAL",BELVEDERE SELECT,ROOFTOP GOLD,MARLBORO GOLD,NEXT XTRA GOLD,MARLBORO GOLD B,BOND STREET GOLD,CHOICE RICH GOLD,MARLBORO REDGOLD,BOND STREET BLUE SELECTION,ASSOS PREMIUM GOLD
00P4H00001mR3ABUA0_Image_Response_a0Z4H00000axbULUAY,"FOR DUTY FREE SALE ONLY | "" | mokin | kills | Smoking | Marlbook | kills | double mix | 3R | king | CARTONE | Smoking | seriously | usly | harms | ms | you and | and | others | ers | Marlboro | around | und | you | ou | double mix | MARLBORO | DOUBLE MIX | 600s | AED 346 | USD 96.11 | www.dubardutyfree.com | FOR | DUTY FREE SALE | ONLY | double | mix | DOUBLE | MIX | AED | 346 | USD | 96.11",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000000cfWnUAI_Image_Response_a0Z4H00000axbUNUAY,"TEREA AMBER | AED 150 | USD 41.67 | R | IQOS | AMBÈ | TEREA | TEREA | R | AMBER, | AMBER | MBE | Works only with IDOSALUMA | Works only with IDOS HLUMA | ith JESK | TEREA | FEREA | AMBER | ksonly with | AMBER | Works only_with IQOS ILUMA | AMB | Works only with IDOS ILUMA | ER | TEREA | TÉREA | AMBRAKA | AMBER | Works only with IQOS LUMA | Works only with 1998 ILUMA | TEREAF | ILUMA | TEREAL | AMBLE | AMBER_ | Works ank with IDOS ILUMA | Works www.with.COPILUMA | REA | ree and | addictive. | PER | with IROSILA | tive. | d | MA | UMA | AED | 150 | USD | 41.67 | Works | only | with | IDOS | ree | and",L&M RED,LARK FF,LARK ONE,NEXT RED,ASSOS RED,DIANA BLU,L&M GREEN,L&M STORM,LARK BLUE,MERIT ONE
00P4H00001mtFNIUA2_Image_Response_a0Z4H00000axbUKUAY,3 | Smoking | Marlboro | Mar | kills | go | gold | SELECTED FI | SELECTED FINE TOBACCOS | 3 | 3 | Martboro | Smoking | kills | Ma | MARLBORO | Gold | SELECTED FINE TOBACCOS | 600s | ELECTED | AED 335 | USD 93.06 | www.dubardutyfree.com | Marlboro | gold | SELECTED | FINE | TOBACCOS | AED | 335 | USD | 93.06,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mt94lUAA_Image_Response_a0Z4H00000axbUNUAY,PARLIAMENT | Smokers | die | Marlboro | younger | double ice | MARLBORO | Double Mix/Ice | DDF | 600's | DDF | AED 346 | USD 96.11 | Get help to | stop smoking: | consult your | www.dubardutyfree.com | doctor or | pharmacist | Smoking | harms | SEAL | OJ | double | ice | Double | Mix/Ice | AED | 346 | USD | 96.11 | Get | help | stop | smoking: | consult | your | doctor,PARLIAMENT ONE,PARLIAMENT SSL,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,MARLBORO EDGE
00P4H00001msv6IUAQ_Image_Response_a0Z4H00000axbUPUAY,Man | ManHboro | Mantharo | double | double fusion | double fusion | summe | summer | summer | Smoki | Smoking | Smoking | kills | kills | kills | Mkijie | KWI | Mindbara | Manhoro | Man | double fusion | double fusion | double | summer | summer | summe | Smoking | Smoking | Smoki | MARLBORO | Double Fusion | 200's | AED 127 | USD 35.28 | www.dubaidutyfree.com | contains member | in | Marlboro | fusion | Double | Fusion | AED | 127 | USD | 35.28 | contains,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mR30oUAC_Image_Response_a0Z4H00000axbUOUAY,TEREA | TEREA | EA | SIENNA | TEAK | NZE | Works only with IQOS ILUMA | Works only with IQOS ILUMA | h IDOS ILUMA | (01) IL 7622100869085 | (211 C42 J2E R79 9X5 | IV42322914 | (240) ME003079.02 | 08/23 | BATCH : CP-4741531 | TEREA | TEREA | EREA | SIENNA | TEAK | BRONZE | Works only with IQOS ILUMA | Works only with IQOS ILUMA | only with IQOS ILUMA | TÉREA | TEREA | TEREA | TEAK | SIENNA | BRONZE | Works only with IQOS ILUMA | Works only with IQOS ILUMA | Work | Works only with IQOS ILUMA | TEREA | TEREA | TEREA | TEAK | SIENNA | BRONZE | Works only with IQOS 1LUMA | Works only with IQOS ILUMA | Works only | Works only with IQOS ILUMA | TEREA | TEREA | TER | TEREA | SIENNA | AMBE | Works | only | with | IQOS | ILUMA | (01) | J2E | R79 | (240) | ME003079.02 | BATCH | only with | 1LUMA,MARLBORO AMBER,MERIT FILTER,CHOICE FILTER,CHOICE AMBER BURST,MARLBORO AMBER BURST,MULTIFILTER RED,CHESTERFIELD RED,CHESTERFIELD BLUE,CHESTERFIELD MILD,CHESTERFIELD REMIX
00PdP000003mdLVUAY_Image_Response_a0Z4H00000axbUJUAY,töl | Marlboro | double mix | double mix | double mix | MARLBORO | moking | Smoking | S | Double Mix | 200's | kills | kills | AED 198.45 | USD 55.12 | www.dubaidutyfree.com | Martball | Marlboro | Murthoar | double mix | double mix | Smoking | double mix | kills | Smoking | Smoking | KIIIA | kills | kills | double | mix | Double | Mix | AED | 198.45 | USD | 55.12,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mvAsfUAE_Image_Response_a0Z4H00000axbUMUAY,TEREA | Yellow | 200's | AED 150 | USD 41.67 | TEREA | www.dubardutyfree.com | Amber | 200's | AED 150 | USD 41.67 | www.dubaidutyfree.com | TEREA | TEREA | YELLOW | YELLOW | Works only with ICOS ILUMA | Works only with IQOS ILUMA | TEREA | TEREA | AMBER | AMBER | TEREA | TEREA | Works omy with icos ILUMA | Works only with ices ILUMA | YELLOW | YELLOW | Works only with ICOS ILUMA | Works only with ICOS ILUMÁ | FEREA | TEREA | AMBER | AMBER | Works only with ICOB ILUMA | Works only with ILUMA | TEREA | TEREAL | YELLOW | YELLOW | Works only with idos ILUMA | Works only with ICOS LUMA | TEREA | TEREA | AMBER | AMBER | Worksonly with IDCS ILUMA | Works only with IDOS ILUMA | TEREA | TERBA | YELLOW | Works only with ICOS | AED | 150 | USD | 41.67 | Works | only | with | ILUMA | only with | ICOS | ILUMÁ,MARLBORO AMBER,CHOICE AMBER BURST,MARLBORO AMBER BURST,LONGBEACH ORIGINAL YELLOW,MARLBORO DOUBLE FUSION AMBER,AMBER,AMBER BURST,ORIGINAL YELLOW,DOUBLE FUSION AMBER,
00P4H00001mQrodUAC_Image_Response_a0Z4H00000axbURUAY,"TERE | Works only with | isk fre | TEREA | TEREA | T | R | Works only with ISOS ILUMA | Works only with ICOS ILUMA | Works onl | This product is not risk free and | uct | risk | This product is not risk free and | otir | e.e. | contains nicotine, which is addictive. | ich is contains nicotine, which is addictive. | TEREA | TEREA | works only with IQO | Works only with IQOS | TEREA | This product is n | sk free | t is not risk free a | e. | contains nicotine, W | h is add | ne, which is addi | e. | 200's | AED 144 | USD 40.00 | www.dubaidutyfree.com | and the | only | with | isk | fre | Works | ILUMA | This | product | not | free | and | contains | nicotine, | which | addictive. | ich | IQO | ne, | addi | AED | 144 | USD | 40.00",L&M RED,LARK FF,L&M LOFT,LARK ONE,NEXT RED,ASSOS RED,L&M GREEN,L&M STORM,LARK BLUE,MERIT ONE
00P4H00001mP9bdUAC_Image_Response_a0Z4H00000axbUSUAY,"SPI | GOOSE | السوق | TEREA | TEREA | Works only with IQOS ILUMA | Works only with IQOS ILUMA | S product is not risk free and | This product is not risk free and | ins nicotine, which is addictive. | contains nicotine, which is addictive. | TEREA | TEREA | Works only with IQOS ILUMA | Works only with ICOS ILUMA | This product is not risk free and | This product is not risk free and | ntains nicotine, which is addictive. | contains nicotine, which is addictive. | TEREA | TEREA | Works only with IQOS ILUMA | Works only with ICOS ILUMA | This product is not risk free and | This product is not risk free | Works | only | with | ILUMA | IQOS | product | not | risk | free | and | This | ins | nicotine, | which | addictive. | contains | ICOS",MARLBORO ADDITIVE FREE RED,MARLBORO ADDITIVE FREE BLUE,ADDITIVE FREE RED,ADDITIVE FREE BLUE,,,,,,
00PdP000000mQEkUAM_Image_Response_a0Z4H00000axbUJUAY,around you | around you | 3 | Smoki | seriou | harm | you ar | others | MARLBORO | around | Red | DDE | 600's | you | EMIUM TOBACCOS | AED 350 | USD 97.22 | www.dubaidutyfree.com | ACONSISTENT | SMOKING EXPERIENCE | FROM START TO FINISH. | CARTONS | EMIUM | TOBACCOS | AED | 350 | USD | 97.22 | SMOKING | EXPERIENCE | FROM | START | FINISH.,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mtFYeUAM_Image_Response_a0Z4H00000axbUQUAY,kills | MOTIDOYU | VISTA | blossom fusion | aine | C | cont | pigeed Marlboro | EV | rusion | Martboro | Smokin | kills | VISTA | blossom fusion | Smoking | Marlboro | seriously harms | you and others | around you | VISTA | blossom fusion | Marlboro | Smoking | seriously harms | you and others | around you | VISTA | MARLBORO | Vista | 200's | AED 127 | USD 35.28 | www.dubaidulyfree.com | blossom | fusion | seriously | harms | you | and | others | around | AED | 127 | USD | 35.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO BLOSSOM FUSION,MARLBORO AMBER,MARLBORO GREEN,MARLBORO PRIME,MARLBORO RED B
00PdP000003llLAUAY_Image_Response_a0Z4H00000axbUJUAY,CARTONS | Marlboro | Maelborn | Murlhoro | Smoking | kills | gold | Marlboro | Smoking | kills | gold | NS | MauHumg MARLBORO | Smoking | seriously harms | you and oth | around you | Gold | 400s | AED 244 | USD 67.78 | www.dubaidutyfree.com | qui IDOL U | gold | Nicotine 0.4 mg | Carbon | monoxide mg | Marb | 11 | Smoking | seriously harms | MARLBORO | seriously | harms | you | and | around | AED | 244 | USD | 67.78 | Nicotine | monoxide,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000006ktBUAQ_Image_Response_a0Z4H00000axbUJUAY,"OR ADULT | USE ONLY | Mariboro | Much | SOL SHUFFLE | SOL SHUFF | Made under authority | of Philip Morris | Brands Sàr | Neuchatel, | random mix of 3 cap | Smoking | Smoking | causes | seriouslv har | MARLBORO | you and othe | Sol Shuffle | cer | around you | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | MESLE ONLY | 2 | Smoking clogs | a | the arteries | a | and causes | For | heart attacks | X | and strokes | elp to | ADULT | ONLY | SOL | SHUFFLE | SHUFF | Made | under | authority | Philip | Morris | Brands | random | mix | cap | seriouslv | har | you | and | Sol | Shuffle | around | AED | 132 | USD | 36.67 | clogs | the | arteries | heart | attacks | strokes | elp",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001msvJlUAI_Image_Response_a0Z4H00000axbUJUAY,2PH OFFER | Smoking | PARLIAMENT | seriously harm | Aqua Blue | you and others | ORIGINAL RECESSED™ FILTER | around you | ESTD 1931 | FIFTH AVENUE - NEW YORK | 2 | OFFER | PARLIAMENT | Smoking | Aqua Blue | ORIGINAL RECESSED™ FILTER | kills | ESTD 1931 | FIFTH AVENUE - NEW YORK | 2 | OFFER | PARLIAMENT | Smoking | Aqua Blue | PRIGINALRECESSED | kills | PARLIAMENT | FIFTH AVENUE NEW YO | Aqua Blue | 400's | AED 252 | USD 70.00 | www.dubardutyfree.com | Aqua Blue | OFFER | PARLIAMENT | 2 | Smoking | Aqua Blue | killo | seriously | harm | Aqua | Blue | you | and | others | ORIGINAL | FILTER | around | ESTD | 1931 | FIFTH | AVENUE - | NEW | YORK | RECESSED™ | AVENUE | AED | 252 | USD | 70.00,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00PdP000004FsdlUAC_Image_Response_a0Z4H00000axbUSUAY,Silver Blue | ORIGINAL RECESSED FILTER | kills | ESTD 1931 | FIFTH AVENUE | NEW | P | CARTON | OFFER | Smoking | PARLIAMENT | PARLIAMENT | PARAMEME | seriously harms | was | Blue | you and others | GI TAL RECESSED FILTER | around you | ESTD 1931 | FIFTH AVENUE - NEW YORK | 2 | PARI IA MENI | P | PARLIAMENT | OFFER | Smoking | PARLIAMENT | Silt er Blue | kills | ORIGINAL RECESSED FILTER | PARLIAMENT | Silver Blue | 400's | AED 263 | We do not sell tobacco or nicotine in any form to minor | USD 73.06 | www.dubaidutyfree.com | вш с | SHORE | FOR DUTY FREE SALE ONLY | бш C'O A | вш | P | Smoking | seriously harms | PARLIAMENT | you and others | Silver | ORIGINAL | FILTER | ESTD | 1931 | FIFTH | AVENUE | seriously | harms | you | and | others | around | AVENUE - | YORK | PARI | AED | 263 | not | sell | tobacco | nicotine | any | form | minor | USD | 73.06,MARLBORO SILVER BLUE,L&M SILVER BLUE LABEL,MERIT FILTER,PARLIAMENT SILVER BLUE,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,CHOICE FILTER,L&M ORIGINAL LABEL,LARK BLUE,NEXT BLUE
00P4H00001nIyGgUAK_Image_Response_a0Z4H00000axbULUAY,OFFER | STORE | P | PARLIAMENT | Platinum | Smoking | seriously harms | ON | ER | ORIGINAL RECESSED™ FILTER | PARL | you and others | P | ESTD 1931 | FIFTH AVENUE -NEW YORK | around you | ORIGINAL | FIESH AVEN | B | P | ARTON | OFFER | OFFER | PA | PARLIAMENT | Smoking | Platinum | ORIGIN | kills | ORIGINAL RECESSED™ | the | www.dubaidutyfree.com | ESTD 1931 | FIFTH AVENUE - NEW YORK | NC | ER | Platinum Blue | 400's | PARLIAMENT | AED 263 | USD 73.06 | PARL | Smoking | Pla | ORIGINAL R | OFFER | seriously harms | PARLIAMENT | you and others | Platinum | around you | OLAM | ORIGINAL RECESSED™ FILTER | ESTD 1931 | NEW YORK | SilverBitte | seriously | harms | FILTER | you | and | others | ESTD | 1931 | FIFTH | YORK | around | Blue | AED | 263 | USD | 73.06 | NEW,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,L&M ORIGINAL LABEL,CHOICE ORIGINAL BLUE,L&M ORIGINAL LBL CFB,L&M ORIGINAL LABEL CWB,MARLBORO GOLD ORIGINAL,MARLBORO ORIGINAL GOLD,CANADIAN CLASSICS ORIGINAL,CANADIAN CLASSICS ORIGINALS
00PdP000003a7hLUAQ_Image_Response_a0Z4H00000axbURUAY,- | - | MINIM | NIKE | was | our | any | SPECIALS | are | ARTONS | Martboro | Smoking | kills | gold | CU | Smoking clogs | the arteries | and causes | heart attacks | and strokes | gold | Marlboro | Smoking | seriously harms | you and others | around you | gold | MARLBORO | Gold | 400's | AED 244 | USD 67.78 | www.dubaidutyfree.com | FROMSTART TORNISH | clogs | the | arteries | and | causes | heart | attacks | strokes | seriously | harms | you | others | around | AED | 244 | USD | 67.78 | FROMSTART,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001nIyAyUAK_Image_Response_a0Z4H00000axbULUAY,W | CARTONS | Smoking | seriously | harms | you and | others | around | you | SELECTED PREMIUM TOBACCOS | 3 | CARTONS | Smoking | kills | SELECTED PREMIUM TOBACCOS | MARLBORO | Gold | 600's | AED 350 | USD 97.22 | www.dubaidutyfree.com | Miui | and | SELECTED | PREMIUM | AED | 350 | USD | 97.22,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003lwusUAA_Image_Response_a0Z4H00000axbUNUAY,Smoking | kills | white | Marlboro | white | Marlboro | SEAL | white | Manthoro TONS | Smoking | seriously harms | you and others | around you | MARLBORO | White | 400's | AED 244 | USD 67.78 | www.dubaidutyfree.com | Smoking | kills | seriously | harms | you | and | others | around | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000000cbY1UAI_Image_Response_a0Z4H00000axbUJUAY,Smoking | can cause | a slow and | Marthoro | moking | 3Rd CARTONS | 3 | eriously | Smoking | Q | FR | seriously | harms | harms | ou and | SMART | -SEAL | others | Marlboro | you and | others | Ma | around | around | gold | g | you | you | SELECTED FINE TOBACCOS | SELECTED | Smoking | king | seriously | usly | harms | ms | and | ers | Martboro | you and | others | around | und | gold | you | ou | MARLBORO | Gold | Red | SPECIAL | 600s Cigarettes | WAS AED 350 | PRICE | AED 327 each | NOW! | USD 90.83 | 3- | Yo | Smoking | seriously | can | cause | slow | CARTONS | FINE | TOBACCOS | Gold | Red | 600s | Cigarettes | WAS | AED | 350 | 327 | each | USD | 90.83,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001muqwTUAQ_Image_Response_a0Z4H00000axbUPUAY,around you | White | Smoking | seriously harms | you and others | around you | white | POLICE | Marlboro | SEAL | oniga Лоп | white | Ministryamo | Smoking | seriously harms | you and others | around you | White | Maelboro | Smoking | kills | MARLBORO | White | 200's | AED 128 | USD 35.56 | www.dubaidutyfree.com | around | you | seriously | harms | and | others | AED | 128 | USD | 35.56,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
