TERM,TERM_TYPE,TERM_LENGTH
MEVIUS ICENE,COMBINED,12
PALL MALL PLUS,COMBINED,14
BOHEM PIPE SCOTTIE,COMBINED,18
TEREA CYPRESS,COMBINED,13
EVA SENSES NARGILE APPLE&CINNAMON,COMBINED,33
ROGUE APPLE 6MG,COMBINED,15
NEOS MINI RUBY,COMBINED,14
CONWAY LIGHTS,COMBINED,13
PARISIENNE JAUNE OHNE,COMBINED,21
CONVENT FULL FLAVOR,COMBINED,19
PEACE INTERNATIONAL,COMBINED,19
SIMONA -,COMBINED,8
TEREA DIMENSIONS SILVER SELECTION,COMBINED,33
THE 6TH SENSE RED,COMBINED,17
NHA TRANG (WHITE),COMBINED,17
WINSTON WHITE SUPERLINE,COMBINED,23
CHUNANKAI NEW MILDS,COMBINED,19
AVENY 8 ULTRA MILD,COMBINED,18
LIL HYBRID CARTRIDGE MAGENTA,COMBINED,28
NUMBER 7 (GREEN),COMBINED,16
CAMEL CONNECT SILVER,COMBINED,20
S.T. DUPONT ONE,COMBINED,15
ISTANBLUE BLUE,COMBINED,14
LUCKY STRIKE CLICK CHOICE (PURPLE & GREEN),COMBINED,42
DRUM SMOOTH LEAF,COMBINED,16
MATTERHORN -,COMBINED,12
WM. PENN WILLOW TWIN,COMBINED,20
EIGENMARKE ZWARE,COMBINED,16
KANSAS REGULAR,COMBINED,14
BREAK PURE RED,COMBINED,14
COMMANDER LIGHTS,COMBINED,16
BLENDS AMBER,COMBINED,12
BON NANO SILVER,COMBINED,15
FARSTAR YELLOW,COMBINED,14
AIRBAR PLUS GRAPE ICE,COMBINED,21
STAFFORD FULL FLAVOUR,COMBINED,21
MAXUS REGULAR,COMBINED,13
TAMAR SILVER FLAME,COMBINED,18
STAR MILD,COMBINED,9
MILD SEVEN ONE LSS,COMBINED,18
HUANGHELOU YINGJINSHA,COMBINED,21
LOGIC COMPACT MINT BERRY 33MG,COMBINED,29
SPAR MILD,COMBINED,9
JOY SILVER,COMBINED,10
AURA LIGHTS,COMBINED,11
IQOS ILUMA SLEEVE PLUS DARK GREY,COMBINED,32
TEKEL 2000 (RED),COMBINED,16
HEETS DIMENSIONS -,COMBINED,18
INTRO (BLACK),COMBINED,13
VEEV ONE SILKY GREY MANGO 1.6%,COMBINED,30
HILTON RESERVA ESPECIAL (PLATINUM),COMBINED,34
ROYAL BLUE (BLUE),COMBINED,17
KENT CHOOSE ICY COOLING,COMBINED,23
CLUB 10 -,COMBINED,9
ZYN CITRUS 11MG,COMBINED,15
ROTHMANS SUPERLEGGERA,COMBINED,21
AZABACHE -,COMBINED,10
XON ULTRA LIGHTS,COMBINED,16
DIBORO APPLE AND WINE,COMBINED,21
VEEV NOW BLUE RASPBERRY 1.8% 6ML,COMBINED,32
HAWK EYE RIO GRANDE BRAZIL,COMBINED,26
CARBON COMPACT (BLACK),COMBINED,22
MIETA LOVE STANDARD PEACH ICE CREAM 20MG,COMBINED,40
ELF BAR BLUEBERRY POM ICE,COMBINED,25
FREEDOM BLUE,COMBINED,12
WINSTON BLACK PINK,COMBINED,18
KENT LUMINA DS 90'S,COMBINED,19
VEEV RED MIX 1.6%,COMBINED,17
AROMA KING COSMIC MAX MENTHOL 20MG,COMBINED,34
LUCKY STRIKE FRESH TWIST,COMBINED,24
IVG BAR PLUS PINEAPPLE GRAPEFRUIT 20MG,COMBINED,38
SILVER CIG BLACK,COMBINED,16
VAPE PRO WATERMELON BUBBLE GUM 20MG,COMBINED,35
SEA BIRD -,COMBINED,10
DUNHILL FINE CUT PLATINUM 3MG,COMBINED,29
DRINA SILVER,COMBINED,12
BURTON FULL FLAVOR,COMBINED,18
DAVIDOFF BLUE (DARK),COMBINED,20
CHOPIN CLASSIC SUPER LIGHTS,COMBINED,27
MARVEL RED ENERGY,COMBINED,17
KING COBRA (BLACK),COMBINED,18
FEST 7,COMBINED,6
DUNHILL INFINITE LIGHTS,COMBINED,23
ALGERIA (BLUE),COMBINED,14
SELECT GOLD,COMBINED,11
MOND VARIANCE DUAL BURST,COMBINED,24
MARLBORO FILTER PLUS (FWD-3MG),COMBINED,30
VIRGINIA S. AROMA,COMBINED,17
IQOS CAP ALPINE BLUE(IQOS 3 M),COMBINED,30
KENT (LIGHT BLUE),COMBINED,17
STEEPLE VIRGINIA,COMBINED,16
CHAPMAN BLUE,COMBINED,12
VEEV NOW DEEP YELLOW 1.8% 5ML,COMBINED,29
SMOKER GOLD,COMBINED,11
MANAS -,COMBINED,7
VIRGINIA S. 3MG,COMBINED,15
PARISIENNE PETITE (BLUE),COMBINED,24
MONITOR 24 -,COMBINED,12
MILL -,COMBINED,6
ORIS MENTHOL BLUE,COMBINED,17
BACCO SLIMS (PINK),COMBINED,18
PROJECT 1 MILD,COMBINED,14
WINSTON TABAC A ROULER (ROUGE),COMBINED,30
ELFBAR EPP BANANA 20MG,COMBINED,22
NEW PARADISE (YELLOW),COMBINED,21
PL FINE CUT,COMBINED,11
WHITE ZEN INTERNATIONAL,COMBINED,23
MAX MEDIUM,COMBINED,10
SHUANGXI (GUANGZHOU) LIGHTS,COMBINED,27
ROTHMANS CLICK VOLT,COMBINED,19
FADILLAH -,COMBINED,10
RED HOUSE VIRGINIA & BURLEY PAPEL,COMBINED,33
MACDONALD SPECIAL FULL FLAVOUR ROLLS 50% MORE,COMBINED,45
KALIBER EXTRA TOBAKSSMAK,COMBINED,24
ROESSLI 20 SUMATRA,COMBINED,18
URBAN HARD,COMBINED,10
CHANCELLOR LUXURY,COMBINED,17
WINSTON XSENCE CHILLOUT,COMBINED,23
VIVO NEXXT APPLE ICE 20MG,COMBINED,25
GOLD FLAKE CLOVE FRESH,COMBINED,22
AROMA KING VIP STRAWBERRY KIWI 20MG,COMBINED,35
MONTECARLO BLUE EVOLUTION,COMBINED,25
SPRINGWATER AROMATIC CUT,COMBINED,24
AMERICAIN ZWAAR,COMBINED,15
LD CLUB LOUNGE BLANCHE,COMBINED,22
CHAMPION SLIMS 21 BLUE,COMBINED,22
CARNIVAL GOLD,COMBINED,13
EONSMOKE MANGO 6%,COMBINED,17
AVALON NANOCLICK GREEN,COMBINED,22
MADDOX2 RED,COMBINED,11
TEXAS GOLD,COMBINED,10
LUCKY STRIKE COLOMBIA DARK,COMBINED,26
JOKER GOLDEN,COMBINED,12
THIS AFRICA GOLA,COMBINED,16
COMMERCE PINK,COMBINED,13
ARMIRO 1878,COMBINED,11
FATE -,COMBINED,6
JLV (BLUE),COMBINED,10
F1 (WHITE),COMBINED,10
FLOW STRAW WATER ESSENTIAL 1500,COMBINED,31
TAISHAN HUAGUI,COMBINED,14
GARCIA Y VEGA WILD BERRY,COMBINED,24
KAPTEN WHITE SALMIAK X-STRONG,COMBINED,29
SU LIOK PAT -,COMBINED,13
EGETUERK -,COMBINED,10
VELO FRUITS ROUGES S1,COMBINED,21
AIIM VAPOR STICK CRASH,COMBINED,22
NABUCCO CARAMEL,COMBINED,15
IMPERIAL STYLE AROME SLIMS,COMBINED,26
IQOS 3 CAP COPPER,COMBINED,17
SPHINX -,COMBINED,8
ROESSLI 7 LANG FEHLFARBEN,COMBINED,25
LUCKY STRIKE GOLD TOBACCO,COMBINED,25
KISS SHAKE,COMBINED,10
CORSET MELANGE,COMBINED,14
NEAFS MENTHOL,COMBINED,13
LIL PLUS,COMBINED,8
HERO INTERNATIONAL,COMBINED,18
BLACK & MILD MILD,COMBINED,17
FORTE EXTRA BREEZE,COMBINED,18
MIETA LOVE STANDARD STRAWBERRY 20MG,COMBINED,35
MEVIUS WIND BLUE 4,COMBINED,18
LUCKY STRIKE BLACK SERIES DOUBLE,COMBINED,32
LD CLUB SILVER,COMBINED,14
EXCLUB -,COMBINED,8
INNOKIN I.O,COMBINED,11
ORMOND -,COMBINED,8
PACIFIC MIST,COMBINED,12
ELLA LIGHTS,COMBINED,11
R42 SUPER STRONG GREEN MINT,COMBINED,27
SILVER STRAND SUPER LIGHTS,COMBINED,26
BOXER BLUE,COMBINED,10
DOWNTOWN SILVER,COMBINED,15
VOGUE UNIQUE CLICK,COMBINED,18
MONTREAL -,COMBINED,10
OEPET SPECIAL,COMBINED,13
SIMON ARZT NO.15,COMBINED,16
FORM MEDIUM,COMBINED,11
ERA BLUE,COMBINED,8
PRISMA EXECUTIVE,COMBINED,16
RITCHY MIX BERRY,COMBINED,16
SKY STAR SILVER,COMBINED,15
X -,COMBINED,3
DYMOV MENTHOL,COMBINED,13
HQD NUTS 6%,COMBINED,11
CLASSIC REGULAR,COMBINED,15
KLUBI 77 (PILLI),COMBINED,16
POLUS RUBY STAR,COMBINED,15
P&S BIG RED,COMBINED,11
SILVERADO VOLUME TOBACCO RED,COMBINED,28
NEO COOPER TOBACCO,COMBINED,18
WAKA TOBACCO 6ML,COMBINED,16
UNBRANDED ONE SIL SLEEVE SCARLET,COMBINED,32
GT SLIMS BLACK,COMBINED,14
SANTOYA -,COMBINED,9
AROMA KING MINI BLUEBERRY 20MG,COMBINED,30
HEETS DIMENSIONS SILU,COMBINED,21
ZYN COOL BLUEBERRY S4,COMBINED,21
MARLBORO (GREEN),COMBINED,16
MARLBORO FILTER PLUS (FWD),COMBINED,26
WINSTON XSPRESSION VIOLET,COMBINED,25
VEEV NOW BLUEBERRY 1.8% 18ML,COMBINED,28
DONSKOY TABAK COMPACT,COMBINED,21
BELFORT EXTRA SUAVE,COMBINED,19
DAVIDOFF FULL FLAVOR,COMBINED,20
PALL MALL EXACTOS PLUS (WHITE),COMBINED,30
TEREA BLACK RUBY,COMBINED,16
RED BULL ZWARE SHAG,COMBINED,19
IQOS 3 DOOR WILD GREEN,COMBINED,22
IQOS ILUMA I SELETTI LE,COMBINED,23
GENTLE SLIMS LIGHTS,COMBINED,19
NEO BRILLIANT BERRY,COMBINED,19
ARCTICA EXPORT POLAR NIGHT,COMBINED,26
GARAM SIGNATURE,COMBINED,15
HAZAR BLUE,COMBINED,10
DERBY CAPSULE,COMBINED,13
BLACK & MILD PLAIN,COMBINED,18
WIN (GOLD),COMBINED,10
NEO POLAR BLACKCURRANT,COMBINED,22
QUEBEC CLASSIQUE (BLUE),COMBINED,23
UP ORIGINAL,COMBINED,11
CITY PALACE BANANA STRAWBERRY 1.8%,COMBINED,34
PALL MALL EXTRA CUT (BLACK),COMBINED,27
VEO GREEN CLICK,COMBINED,15
BOJUE -,COMBINED,7
VIRGINIA SLIMS -,COMBINED,16
WEST -,COMBINED,6
DOKO (BLACK),COMBINED,12
EMBAJADORES -,COMBINED,13
INTISAR -,COMBINED,9
ASTRA -,COMBINED,7
ROYALE LEGERE,COMBINED,13
KORUNA BOHEMIA SPECIAL,COMBINED,22
KORNET ORIGINAL,COMBINED,15
KINGSGARD AMERICAN BLEND,COMBINED,24
GUDANG GARAM SURYA,COMBINED,18
BLU BAR STRAWBERRY ICE,COMBINED,22
COMPLIMENT 5,COMBINED,12
JOHN BRANDON REGULAR,COMBINED,20
PEEL GREEN APPLE,COMBINED,16
JPS ULTRA,COMBINED,9
VOGUE FINE BLEUE,COMBINED,16
MATRIX (ORANGE),COMBINED,15
MILLER SILVER,COMBINED,13
FORTUNE INTERNATIONAL ULTRA,COMBINED,27
HOLIDAY MILD,COMBINED,12
CHAMPION LEGENDARY SMOOTH BLUE,COMBINED,30
RONSON SPECIAL WHITE,COMBINED,20
FORTUNE TRIBAL BLUE LABEL,COMBINED,25
AMERICAN SPIRIT YELLOW,COMBINED,22
WAKA SOPRO CRANBERRY GRAPE,COMBINED,26
VEEBA RED 1.8%,COMBINED,14
MARLBORO GOLD 3,COMBINED,15
DUCAL GREEN,COMBINED,11
SPECIAL MILD EXTRA,COMBINED,18
BENSON & HEDGES 4MG,COMBINED,19
CAMBO VIRGINIA,COMBINED,14
NEWS COOL,COMBINED,9
CRISTAL WHITE,COMBINED,13
SOPIANAE VILAGOSKEK,COMBINED,19
JUGOSLAVIJA -,COMBINED,13
CAPRI SUPER SLIMS,COMBINED,17
TIGER -,COMBINED,7
SAIGON SLIM,COMBINED,11
MEVIUS ELITE,COMBINED,12
KUBIK XS APPLE BLUEBERRY,COMBINED,24
REDSTON RED,COMBINED,11
RED BULL VIRGINIA,COMBINED,17
AIRBAR BLUEBERRY,COMBINED,16
POLO CLUB LIGHTS,COMBINED,16
ZYN BLACK CHERRY S1,COMBINED,19
GALA SOCIETY ROUGE,COMBINED,18
TRIUMPH GOLD,COMBINED,12
STYLE AROME ETE,COMBINED,15
MAXIMA CLASSIC LIGHTS,COMBINED,21
DOMINGO VOLLE SMAAK,COMBINED,19
L. A. MENTHOL,COMBINED,13
AS -,COMBINED,4
ROTHMANS DS SWITCH,COMBINED,18
ZYN ESPRESSINO S1,COMBINED,17
MORO MILD,COMBINED,9
AROMA KING JEWEL PEACH ICE 0MG,COMBINED,30
ROTHMANS ROYAL,COMBINED,14
ALVO VOLLE SMAAK,COMBINED,16
WAKA ICE MANGO,COMBINED,14
BIKERS HEAVY,COMBINED,12
DUKAT 12,COMBINED,8
ROTHMANS OF LONDON (WHITE),COMBINED,26
SCOTSMAN -,COMBINED,10
IQOS CAR TRAY BLACK,COMBINED,19
ELIXYR ORIGINAL BLUE,COMBINED,20
ROAR (SKT),COMBINED,10
NEO DEMI RED BOOST,COMBINED,18
KENT WHITE 3 TEK,COMBINED,16
MONTE CARLO RED 100S,COMBINED,20
NEXT (RED),COMBINED,10
TITAAN (BLUE),COMBINED,13
PETER JACKSON SELECT BLEND FULL FLAVOUR,COMBINED,39
MAESTRO LIGHTS,COMBINED,14
LAMBERT & BUTLER LIGHTS,COMBINED,23
JUUL FRESH,COMBINED,10
LAVIE INSIDER MOJITO,COMBINED,20
SREDETZ -,COMBINED,9
CRAVEN (BLUE),COMBINED,13
AROMA KING BUGATTI CLASSIC SPO KIWI WATERMELON ICE 20MG,COMBINED,55
NEWS (RED),COMBINED,10
EXCESS CLASSIC,COMBINED,14
CIGARONNE DIAMOND (BEIGE),COMBINED,25
BURTON LIGHTS,COMBINED,13
IQOS CAP STEEL BLUE(IQOS 3 M),COMBINED,29
VEEV ACCENTS BALANCED BLEND 1.2%,COMBINED,32
VUSE ALTO SLATE,COMBINED,15
DEAL MENTHOL,COMBINED,12
IQOS (L POUCH 2.4 BLUE),COMBINED,23
CRAFTSMAN FINE CUT BLUE,COMBINED,23
MARQUISE LIGHTS,COMBINED,15
KOSMOS BLUE,COMBINED,11
FLANDRIA HALFZWARE SHAG,COMBINED,23
BOHEM MINI ROAST,COMBINED,16
FONIX -,COMBINED,7
SPECIAL (RED-GOLD),COMBINED,18
PETER STUYVESANT ULTRA MILD,COMBINED,27
PARADOX BLUE,COMBINED,12
MERCI LA FABRIQUE,COMBINED,17
ALISHAN MIRROR EDITION,COMBINED,22
BAISHA (WHITE),COMBINED,14
LIQUN MENTHOL,COMBINED,13
PALL MALL EXTRA CUT BLACK,COMBINED,25
KIRETSILER -,COMBINED,12
YUN YAN (SILVER-E),COMBINED,18
SKRUF PORTION S4,COMBINED,16
BLUE SEAL MENTHOL,COMBINED,17
LONGBEACH FILTER RED,COMBINED,20
LASER -,COMBINED,7
BASTOS (WHITE),COMBINED,14
AROMA KING STANDARD 700 STRAWBERRY ICE 250MG,COMBINED,44
ZIG-ZAG VANILLA,COMBINED,15
PRIVILEG BLENDED,COMBINED,16
VEEV NOW ULTRA AUBURN TOBACCO 1.8% 2ML,COMBINED,38
LONG XUYEN -,COMBINED,12
WEST TWIN,COMBINED,9
WIND HOT,COMBINED,8
IQOS ILUMA I DOOR PASSIONATE PURPLE,COMBINED,35
WIN WIN (RED),COMBINED,13
KARELIA (CREAM),COMBINED,15
BROOKS (RED),COMBINED,12
D'HARELBEKE BLOND,COMBINED,17
NORDIC SPIRIT SPEARMINT 3MG,COMBINED,27
SUPERSLIMS -,COMBINED,12
CARLTON ULTRA LOW TAR,COMBINED,21
LIQUN LIGHTS 8,COMBINED,14
GALA SOCIETY VERT,COMBINED,17
GENTLE 8,COMBINED,8
VAPEONLY VPIPE,COMBINED,14
ON CITRUS S2,COMBINED,12
VOGUE STICKS FRESH BOOST,COMBINED,24
MAROCAINE MILD AROMA,COMBINED,20
DRUG ART,COMBINED,8
COO 05 ORANGE,COMBINED,13
GITANES BLEU & BLANC,COMBINED,20
GOLDEN DEER 8,COMBINED,13
GALAXY ASTATIUM,COMBINED,15
DUNSEN PIPE TOBACCO,COMBINED,19
SHAKHTERSKIE -,COMBINED,14
CAVALLO PURE,COMBINED,12
HELOS BLENDED,COMBINED,13
P&S DUO (PURPLE),COMBINED,16
GLAMOUR SECRET MINT,COMBINED,19
19 -,COMBINED,4
NEWS A ROULER,COMBINED,13
IQOS 3 CAP STELLAR BLUE,COMBINED,23
A MENTHOL,COMBINED,9
AUPO STANDARD CREAM TOBACCO 18MG,COMBINED,32
FAST (RED),COMBINED,10
BLEND ULTRA,COMBINED,11
NAT SHERMAN NATURALS,COMBINED,20
FUTURA GOLD,COMBINED,11
SPRINGWATER -,COMBINED,13
VELVET BLUE,COMBINED,11
LIL DENIM SLEEVE SOLID 3.0 BROWN,COMBINED,32
CADET -,COMBINED,7
ALFA 1MG,COMBINED,8
TEMEISI (WHITE),COMBINED,15
BIO FILTER -,COMBINED,12
SHERIFF LIGHTS,COMBINED,14
BACKWOODS CHOCOLATE,COMBINED,19
PALL MALL MAUI CREPUSCULE,COMBINED,25
BOHEM CIGAR SLIM FIT SKINNY,COMBINED,27
DUNHILL FINE CUT ELECTRIC CRUSH,COMBINED,31
SAKURA (PINK),COMBINED,13
MARYLAND BLONDES (BLUE),COMBINED,23
DRUM BLOND IVOIRE,COMBINED,17
BLACK SPIDER CHOCOLATE,COMBINED,22
ROTHMANS VIOLET,COMBINED,15
MARSHAL VIRGINIA,COMBINED,16
L8 STANDARD MIXED BERRIES 20MG,COMBINED,30
ELF BAR P1 PINK LEMONADE 2%,COMBINED,27
NUSO PURPLE,COMBINED,11
CAMELIA SLIM LIGHTS,COMBINED,19
KING'S POCKET CLICK,COMBINED,19
GIORNATO -,COMBINED,10
JOGED SUPER,COMBINED,11
PLAYER'S MAX,COMBINED,12
CRYSTAL STANDARD WATERMELON STRAWBERRY 20MG,COMBINED,43
SENTIA BALANCED YELLOW,COMBINED,22
R AND M ALOE GRAPE,COMBINED,18
MONTEZUMA VOLUME TOBACCO,COMBINED,24
KOTAK AJAIB -,COMBINED,13
CLASSIC VERVE LOW SMELL,COMBINED,23
FACEOFF BLUE,COMBINED,12
IQOS ILUMA I ALU DOOR SERENE PINK,COMBINED,33
GITANES BLONDES MILDS,COMBINED,21
CAPSTAN STANDARD,COMBINED,16
KAPTEN TROPIC S1,COMBINED,16
LAVIE SCP,COMBINED,9
MEVIUS PREMIUM MENTHOL FROZEN 8,COMBINED,31
IQOS ILUMA SLEEVE WISE VIOLET,COMBINED,29
SMALL BATCH N41 IRISH COFFEE WHITE S2,COMBINED,37
SENTIA ICY RED,COMBINED,14
IMPERIAL CLASSIC BLUE,COMBINED,21
TITO (RED),COMBINED,10
ID WARM AMBER,COMBINED,13
FORTUNE KRETEK,COMBINED,14
THE ONE ORANGE,COMBINED,14
VIGOR LIGHTS,COMBINED,12
DJI-IT -,COMBINED,8
KENT MODE KOMET BLUE,COMBINED,20
WINSTON S-LINE BLUE,COMBINED,19
MONTE CARLO SLENDER NIGHT BLUE,COMBINED,30
TIME CHANGE,COMBINED,11
AMERICAN LEGEND (RED),COMBINED,21
SIMON ARZT -,COMBINED,12
VEEV NOW BLUE RASPBERRY 1.8%,COMBINED,28
PALL MALL AMBER BOOST,COMBINED,21
DIABLO NERO -,COMBINED,13
HQD BLACK CURRANT 2%,COMBINED,20
T CLUB COMPACT BLUE,COMBINED,19
VEEV TOBACCO HARMONY LOW,COMBINED,24
CHOICE BLENDED R,COMBINED,16
MC VIRGINIA,COMBINED,11
MM (RED),COMBINED,8
RODEO MENTHOL,COMBINED,13
AROMA KING PANK BAR BLUEBERRY ICE 20MG,COMBINED,38
KHANH HOI (LIGHT YELLOW),COMBINED,24
SILK CUT PURPLE SLIMS,COMBINED,21
SALT SWITCH PURE TOBACCO 2%,COMBINED,27
CAMEL COMPACT (BLUE),COMBINED,20
ESQUIRE RED TITLE,COMBINED,17
FORT LIGHTS,COMBINED,11
SENATOR SUPER SLIMS BLUE,COMBINED,24
21 VEK SILVER,COMBINED,13
IMPARCIALES HARMONY,COMBINED,19
TIEDEMANN MIXTURE GUL 2,COMBINED,23
MALIK MONTANA STANDARD BILBERRY BUNS 20MG,COMBINED,41
COMPLIMENT DEMI SLIMS WHITE,COMBINED,27
STARLITE LIGHTS,COMBINED,15
WESTPOINT FULL FLAVOR,COMBINED,21
PEACE AROMA CROWN,COMBINED,17
FORS -,COMBINED,6
PRINCE EXPRESS,COMBINED,14
VUSE PODS MENTHOL ICE ZERO MG,COMBINED,29
AL FAKHER TWO APPLE 8K,COMBINED,22
ATKINSON 0.7,COMBINED,12
XXL LIGHTS,COMBINED,10
SENTIA ICY BLACK,COMBINED,16
DUNHILL SWITCH ENGLISH GREEN,COMBINED,28
VUSE SMOOTH TOBACCO 18MG,COMBINED,24
PETER STUYVESANT REMIX TROPICA,COMBINED,30
HYDE PRO STRAWBERRY KIWI GUAVA,COMBINED,30
DIABLO KRETEK,COMBINED,13
LD SUPERSLIMS PURPLE RUMBA,COMBINED,26
RICHMAN ROYAL RED,COMBINED,17
LIDO BLU,COMBINED,8
DAVID & GOLIATH VOL VAN SMAAK,COMBINED,29
P&S PREMIUM,COMBINED,11
NEO MAGNETIC PINEAPPLE,COMBINED,22
TABACOS AMERICAN,COMBINED,16
ROGUE FROST 6MG,COMBINED,15
UNIVERSAL HARDPACK SKT,COMBINED,22
GENTLE SPACE 3,COMBINED,14
PROTO -,COMBINED,7
THOR ARCTIC BERRIES 6MG,COMBINED,23
VIVO FLIX 400 MANGO ICE 20MG,COMBINED,28
HOTSPOT GRAPE APPLE 6%,COMBINED,22
CORSAR CARIBBEAN,COMBINED,16
DENVER FINE FLAVOUR,COMBINED,19
SMART RED,COMBINED,9
CHESTERFIELD WHITE,COMBINED,18
MARLBORO FILTER PLUS 1(3.0),COMBINED,27
FESTIVAL KEK,COMBINED,12
MARLBORO DOUBLE FUSION,COMBINED,22
PRIMA LUX NO6,COMBINED,13
TEREA BEIGE,COMBINED,11
4EVER LIGHTS,COMBINED,12
MAC BAREN DARK TWIST,COMBINED,20
HEETS OAK,COMBINED,9
DAVIDOFF MAGNUM,COMBINED,15
KUANZHAI SUNLIGHT,COMBINED,17
CHAMPION LEGENDARY VELVET RUM,COMBINED,29
DUNHILL INTERNATIONAL SUPER MILD,COMBINED,32
KELLY HALVARET -,COMBINED,16
CENTER BLUE,COMBINED,11
ELEGANCE RED,COMBINED,12
DEAL FULL RED,COMBINED,13
GOLDEN VIRGINIA HAND ROLLING,COMBINED,28
STELLAR SHIFT,COMBINED,13
IQOS ILUMA I ONE DIGITAL VIOLET,COMBINED,31
NATURAL AMERICAN SPIRIT (LIGHT GREEN) ULTRALIGHTS,COMBINED,49
CLEOPATRA GOLDEN,COMBINED,16
MOON BLUE,COMBINED,9
VUSE GO 700 CREAMY TOBACCO 20MG,COMBINED,31
MC GREEN,COMBINED,8
PALL MALL HAVANA NIGHTS,COMBINED,23
YAVA GRANAT,COMBINED,11
FAME MILD,COMBINED,9
VALENTINE -,COMBINED,11
VEEV CLASSIC BLOND 1.6%,COMBINED,23
MEVIUS LSS LIGHTS,COMBINED,17
IQOS ILUMA ONE AZURE BLUE,COMBINED,25
JOHN PLAYER BRIGHT BLUE,COMBINED,23
PALL MALL CLICK ON,COMBINED,18
AROMA KING COSMIC MAX HAWAIIAN POG 20MG,COMBINED,39
LEVEL GREEN,COMBINED,11
PETER HEINRICHS (YELLOW),COMBINED,24
BENSON & HEDGES UNO,COMBINED,19
GTM (RED),COMBINED,9
SOBRANIE LONDON REFINE CHROME,COMBINED,29
SHIRVAN LIGHT,COMBINED,13
VUSE POLAR MINT 18MG,COMBINED,20
PETER JACKSON SELECT BLEND SMOOTH FLAVOUR,COMBINED,41
SHELTON EXTRA SUAVE,COMBINED,19
MAO NUMBER 13,COMBINED,13
VUSE 1000 MANGO ICE 20MG,COMBINED,24
MAVERICK LIGHTS,COMBINED,15
VUSE GO 3000 BLUEBERRY ICE 34 MG,COMBINED,32
NEO CLICK VIOLET,COMBINED,16
R1 MINIMA 0.1 FRESH,COMBINED,19
LD SUPER LIGHTS,COMBINED,15
GT MAX,COMBINED,6
DUNHILL SIGNATURE NO. 4,COMBINED,23
DIMITRINO SPRINGWATER,COMBINED,21
UNBRANDED TRAY ROYAL BLUE,COMBINED,25
ZHONG NAN HAI (WHITE),COMBINED,21
HOLIDAY EXTRA 8MG,COMBINED,17
IQOS 2.4PLUS - GOLD,COMBINED,19
DOVER -,COMBINED,7
LOGIC PRO STRAWBERRY 0.6%,COMBINED,25
TERMINUS BLOND,COMBINED,14
VEEV BLOND TOBACCO 1.6%,COMBINED,23
DERBY EXPERIENCE PROFUNDO,COMBINED,25
KILLA MELON,COMBINED,11
TOTAL SPEARMINT,COMBINED,15
PALL MALL HAVANA MEETS FRESH,COMBINED,28
TEMPO -,COMBINED,7
CHAMPION RUBY RR,COMBINED,16
FLEUR DE LYS (BLUE),COMBINED,19
DESANTNYE -,COMBINED,11
KUBIK XS LIME COLA,COMBINED,18
ECO -,COMBINED,5
NOW ULTRA LOW TAR,COMBINED,17
CLASSIC BLACK,COMBINED,13
ORLIK GOLDEN,COMBINED,12
ELF BAR GRAPE,COMBINED,13
BOHEM FINO AQUA,COMBINED,15
NEWMORE LIGHTS,COMBINED,14
KRYSTOF KOLUMBUS -,COMBINED,18
DAHONGYING (SILVER),COMBINED,19
CHESTERFIELD WHITE (4.0),COMBINED,24
EXPRESS 20,COMBINED,10
DRUM GOLD,COMBINED,9
TEXAS 5 (RED),COMBINED,13
GEEK BAR PULSE BLUEBERRY ICE 15K,COMBINED,32
VIKING LEGERES,COMBINED,14
YVES ST LAURENT SLIM LIGHTS,COMBINED,27
FIIT CHANGE UP,COMBINED,14
VUSE GO SUMMER FRESH,COMBINED,20
VIVID ZERO CITRUS,COMBINED,17
ROTHMANS NANO CLICK PURPLE,COMBINED,26
HYDE NB WATERMELON ICE CREAM,COMBINED,28
IQOS (CAP 2.4 MARINA),COMBINED,21
WINGS -,COMBINED,7
DUCAL (RED),COMBINED,11
AMSTERDAMER RED,COMBINED,15
MONUS (BLUE),COMBINED,12
STANLEY HALFZWARE SHAG,COMBINED,22
HEETS BLUE SELECTION,COMBINED,20
ROGALO -,COMBINED,8
IGNITE WATERMELON BUBBLE GUM,COMBINED,28
ASCENT MONT BLANC RED LABEL,COMBINED,27
BJORN BUBBLE GUM,COMBINED,16
BENSON & HEDGES DOLCE BLEND,COMBINED,27
KORONA (YELLOW),COMBINED,15
DUNHILL NEW 6MG,COMBINED,15
FUTURA CLASSIC,COMBINED,14
LIL AIBLE GRANULAR CUPPLE,COMBINED,25
BREAK FULL FLAVOUR,COMBINED,18
CORSET MENTHOL,COMBINED,14
MANILA HALFZWARE,COMBINED,16
ROLL'S WHITE,COMBINED,12
HOLIDAY COOL CHILL,COMBINED,18
PRIDE (RED-WHITE),COMBINED,17
DUNHILL FINE PLATINUM,COMBINED,21
PROJECT 1 SUPER LIGHTS,COMBINED,22
SAINT GEORGE -,COMBINED,14
WILLEM II SHORT PANATELLA,COMBINED,25
RITMEESTER MINI MOODS,COMBINED,21
ASIA -,COMBINED,6
PARTNER BLUE,COMBINED,12
YSL LUXURY,COMBINED,10
ROTHMANS ONE MG,COMBINED,15
LIQUA BRIGHT TOBACCO,COMBINED,20
NEWS (BLUE),COMBINED,11
MAYA SAUVAGE,COMBINED,12
LD CLUB EXTRA LOUNGE,COMBINED,20
