matched_products_per_image.csvIMAGE_ID,RAW_TEXT,BRAND_FAMILIES_FOUND,DIFFERENTIATORS_FOUND,FULL_PRODUCT_MATCHES,CONFIDENCE_SCORE
00P4H00001mvAnPUAU_Image_Response_a0Z4H00000axbUJUAY,SS  CICK UN WINIR ANTIRITTE  MIGHLAID  SMOKING  KILLS  LUNA SHUFFLE  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  LUNA SHUFFLE  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  MARLBORO  LUNA SHUFFLE  200S  AED 132  USD 3667  WWWDUBARDUTYFREECOM  SHUFFLE  SEAL  DU  SMOKING  LUNA  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  LUNA  SHUFFLE  AED  132  USD  3667,MARLBORO,SHUFFLE,,3
00PdP00000073VwUAI_Image_Response_a0Z4H00000axbUPUAY,MA  ILUMA  TEREA  BLUE  200S  A  AED 150  ISE  USD 4167  ROST ILUMA  ADDICTIVE  AND HAD  WWWDUBAIDUTYFREECOM  95  UMA  WORKS ONLY WITH IOQSILUMA  WORKSONLY WITH IQOS ILUMA  EREA  URQUOISE  BY WITH IDOS ILUMA  TEREA  STEREA  PURPLE WARS  WORKS ONLY WITH 1995 ILUMA  WORKS ONLY WITH 1995 ILUMA  TEREA  URQUOISE  KS ONLY WITH IDOS ILUMA  TEREA  VER  AUPPLE SAS  WORKS ONLY WITHIOGSILUMA  WORKS ONLY WITH IDOFILUMA  TEREA  URQUOISE  EREA  R  WORKS ONLY WITH IDOSILUMA  WORKS ONLY WITH  WORKS ONLY ILUMA  REAT  CTIVE  CTIVE  ND  LUMA  UMA  UROUOISE  PU  WORKS ONLY  THE  CTIVE  ND  UMA  LUMA  WORKS ONLY WITH S ILUMA  WORKS  TEREA  DYNUM SS  AED  150  USD  4167  ONLY  WITH,,"BLUE, PURPLE",,2
00P4H00001muqLrUAI_Image_Response_a0Z4H00000axbUSUAY,MARLHORO  SM  SERIOUS  ING  YOU AND  IS  AROUND  WHITE  KING  SERIOUSLY HARM  LY HARMS  MARLHORO  SMOKING  YOU AND OTHERS  D OTHERS  AROUND YOU  UND YOU  WHITE  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  YOU AND OTHERS  YOU AN OTHERS  MARLHORO  AROUND YOU  MARLBORO  WF  WHITE  200S  AED 128  USD 3556  WWWDUBARDUTYFREECOM  YOU  AND  SERIOUSLY  HARM  HARMS  OTHERS  UND  AED  128  USD  3556,MARLBORO,WHITE,,3
00P4H00001muqSRUAY_Image_Response_a0Z4H00000axbUKUAY,B14 B1B10C  SOLSHUF  SMOKING  KILLS  SOL  LUNA SHUFFLE  SMOKING  KILLS  LUNA SHUFFLE  CONTAINS MENTHOL  SMART EAL  LA  RANDOM MIX OF 3 CAPSULES  SMOKING  MARLBORO  IMS  LUNA SHUFFLE  LUNA SHUF  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  DOUBLE FUSION  KILLS  SUMMER  SMOKE  SMOKE  SMELL  MART  CONTROL  CAN CARD  SEAL  SMELL  FRESH  BREATH  YOUR IDA  SMELL CONTROL  CONTROL PAPER  B1B10C  LUNA  SHUFFLE  CONTAINS  MENTHOL  SMART  RANDOM  MIX  CAPSULES  LUNA  SHUFFLE  SHUF  AED  132  USD  3667  DOUBLE  FUSION  CAN,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00P4H00001mt97LUAQ_Image_Response_a0Z4H00000axbUPUAY,HEE  HEETS  WHICH IS AUGUON ADDICTIVE  AND W  I  NEW  TEAK SELECTION  IQOS  THE THE   SLEEH  LAT RISK FREE AND  WHICH IS ADDICTIVE  SODI  THIS PRODUCT  RUPOUER SE  HEETS  CONTAINS NICOTIN  SELECTION  HEETS  HEETS  HEET  TEAK SELECTION  HEETS  THIS PRODUCT IS N  CONTAINS NICOTINE W  HEETS  HEETS  MMER SELECTION  ONLY FOR  IQOS  TEAK SELECTION  3 DUO  EARLIER DEVICES  THIS PRODUCT IS NOT RISK FREE AND  CONTAINS NICOTINE WHICH IS ADDICTI  THIS PRODUCT IS NOT RIS  AINS NICOTINE WHICH  HEETS  AMBER  200S  AED 144  USD 4000  WWWDUBAIDUTYFREECOM  PARLIAMENT  AQUA BLUE  PARLIAMENT  PARLIAMENT  CARTON  OFFER  WHICH IS  ADDICTIVE  TEAK  RISK  FREE  AND  WHICH  THIS  PRODUCT  CONTAINS  NICOTIN  NICOTINE  ONLY  FOR  DUO  EARLIER  DEVICES  NOT  NICOTINE  RIS  AINS  AED  144  USD  4000  AQUA,PARLIAMENT,"AMBER, AQUA, BLUE, DUO",,6
00P4H00001lmLblUAE_Image_Response_a0Z4H00000axbUKUAY,BUY 3 M  SPECIAL UPPER  C FULL OF SURPRISES  MARTBURG MARTBURG  MARTBORO  MARTBORN  DOUBLE ICE  DOUBLE ICE  GET HELP TO  DOUBLE ICE  STOP SMOKING  SMOKING  SMOKING  CONSULT YOUR  SERIOUSLY HARMS  99  SERIOUSLY HARMS  DOCTOR OR  YOU AND OTHERS  BY  YOU AND OTHERS  SMOKING  AROUND YOU  PHARMACIST  AROUND YOU  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  BUY ANY 2 C  MARLBORO  GET 10 OF  DOUBLE ICE  BUY ANY 3 O  200S  GET 15 OF  MARLE  AED 127  USD 3528  DOUBLE MIX ICE  SHUFFLE BLOSSOM  WWWDUBAIDUTYFREECOM  LUNA TROPICAL SP  DAY 2  SPECIAL OFFER  AED 127  BUY 3  USD 3527  SMOKING  BUY  DOUBLE  ICE  GET  HELP  STOP  SMOKING  CONSULT  YOUR  SERIOUSLY  HARMS  DOCTOR  YOU  AND  OTHERS  AROUND  ANY  10  DOUBLE  ICE  15  AED  127  USD  3528  MIX  SHUFFLE  BLOSSOM  LUNA  TROPICAL  DAY  SPECIAL  OFFER  3527,MARLBORO,"MIX, SHUFFLE, SPECIAL",,5
00P4H00001mtFHCUA2_Image_Response_a0Z4H00000axbUJUAY,NAMIS  SOL SHUFFLE  SOL SHUFFLE  SOL SHUFFL  70  OS  SOL SHUFFLE  SOL SHUFFLE  SOL SHUFFLE  RANDOM MIX OF 3 CAPSULES  RANDOM MIX OF 3 CAPSULES  DOM MIX OF 3 CAPSULES  SMOKING  SMOKING  MOKING  SERIOUSLY HARMS  YOU AND OTHERS  KILLS  KILLS  AROUND YOU  MARLBORO  SOL SHUFFLE  LIMI  RO  200S  AED 127  USD 3528  WWWDUBAIDUTYFREECOM  MARLBONO  MANTHANA  MARTBANO  SOL  SHUFFLE  SHUFFL  RANDOM  MIX  CAPSULES  DOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SOL  SHUFFLE  AED  127  USD  3528,MARLBORO,"MIX, SHUFFLE",,4
00P4H00001lkrIuUAI_Image_Response_a0Z4H00000axbUKUAY,MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  GOLD  GET HELP TO  STOP SMOKING  CONSULT YOUR  DOCTOR OR  MURHUMY  GOLD  PHARMACIST  MARLHORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  GOLD  PIO6  SARNE  SEAL  MARLBORO  SMOKING  CAUSES  AGEING OF  MARLBORO  THE S  GO  GOLD  200S  AED 123  USD 3417  WWWDUBAIDUTYFREECOM  SMOONG  FROM START TORI  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  GET  HELP  STOP  SMOKING  CONSULT  YOUR  DOCTOR  THE  AED  123  USD  3417,MARLBORO,GOLD,,3
00PdP00000229IzUAI_Image_Response_a0Z4H00000axbUNUAY,MAN  MARL  MARIBORO  S  WHITE  SMOKIN  S  KILLS  NG  U  HARMS  MA  SMOKING  MARLBORO  OTHERS  WHITE  DDF  KILLS  D YOU  400S  DDF  AED 244  USD 6778  WWWDUBAIDUTYFREECOM  ARTERIES     YOU  AED  244  USD  6778  ,MARLBORO,WHITE,,3
00PdP000003lxKjUAI_Image_Response_a0Z4H00000axbUMUAY,WWWDUBARDUTYFREECOM  SMOKING  NG  S  MARLBURG  KILLS  WHITE  MARHURA  SMOKING  SERIOUSLY HARMS  NG  YOU AND OTHERS  S  WHITE  MARLBORO  MARLBORO  WHITE  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  OKING IS A MAIN CAUSE OF LUNG CANCE  SSSS SS  SS SS SS SS  SERIOUSLY  HARMS  YOU  AND  OTHERS  AED  128  USD  3556  MAIN  CAUSE  LUNG  CANCE  SS    SS  SS  SS,MARLBORO,WHITE,,3
00PdP000003aEdzUAE_Image_Response_a0Z4H00000axbUJUAY,TEREA  ALL  BYGN TO  WORKS ONLY WITH IQOS ILUMA  THIS PRODUCT IS NOT RISK FREE AND  COLLIANN NICOTINE WHICH IS ADDICTIVE  HITE PORTION  THIS PRODUCT IS  EA  TEREA  SWEDEN  NLY WITH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  K FREE AND  THIS PRODUCT IS NOT RISK FREE AND  PORTION  IS ADDICTIVE  CONTAINS NICOTINE WHICH IS ADDICTIVE  7350115299190  REA  TEREA  RKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  TEREA  H IS ADDICTIVE  CO  ADDICTIVE  TURQUOISE  200S  AED 150  USD 4167  WWWDUBAIDUTYFREECOM  YOUR SMOR  E  MONOXIDE 8 MG  CARBON  W A HPL  NICOTINE 05 MG  WORKS  ONLY  WITH  IQOS  ILUMA  THIS  PRODUCT  NOT  RISK  FREE  AND  NICOTINE  WHICH  NLY  CONTAINS  RKS  AED  150  USD  4167  YOUR  MONOXIDE  NICOTINE  05,,,,0
00PdP000000vuv9UAA_Image_Response_a0Z4H00000axbUNUAY,SMOKING  SERIOUSLY  B  HARMS  YOU AND  KING  MARBORO  OTHERS  AROUND  YOU  IS  GOLD  SELECTED FINE TOBACCOS  BY  SMOKING  OKING  KILLS  MARBHRRO  KILLS  GOLD  MARLBORO  GOLD  SELE  ED FINE TOBACCO  600S  DDF  AED 327  USD 9083  UNDER  WWWDUBAIDUTYFREECOM  RINE IN ANY FORM TO MINORS  18    GOLD  SMOKING  SERIOUSLY  CARTONS  HARMS  VOLOR  AND  SELECTED  FINE  TOBACCOS  TOBACCO  AED  327  USD  9083  ANY  FORM  MINORS,MARLBORO,GOLD,,3
00P4H00001mOtqmUAC_Image_Response_a0Z4H00000axbUOUAY,SMOKING  SERIOUSLY  H  HARMS  AND  OF    YOU AND  THE  OTHERS    AROUND  YOU  SMOKING MAY  REDUCE  THE BLOOD FLOW  SMOKING  AND CAUSES  KILLS  IMPOTENCE  FOR ADULT  USE ONLY  ENHAGA  MARLBORO  MARLBORO  7B  MARLBORO  SEAL  ML  FIRM FILTER    MARLBORO  ASEAL  SILVER BLUE  MARLBORO  WORD  ACONSISTENT  SEES  YOUR DOCTOR  OR YOUR  PHARMACIST  CAN HELP YOU  STOP SMOKING  BLUE  MARLBORO  SILVER  200S  AED 123  USD 3417  WWWDUBAIDUTYFREECOM  ESTD 1931  FIFTH AVENUE NEW YORK  MAY  BLOOD  FLOW  CAUSES  FIRM  FILTER  SILVER  YOUR  DOCTOR  YOUR  CAN  HELP  STOP  AED  123  USD  3417  ESTD  1931  FIFTH  AVENUE  NEW  YORK,MARLBORO,"BLUE, FILTER, SILVER",,5
00PdP000000w2KpUAI_Image_Response_a0Z4H00000axbUKUAY,MARTBORO  MARTHAND  DOUBLE MIX  DOUBLE MIX  E  SMOKING  SMOKING  S  MARLBORO  KMS  DOUBLE MIX  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  MARTBORO  YOU AND OTHERS  AROUND YOU  SN  TOUCH  DOUBLE  MIX  DOUBLE  MIX  AED  132  USD  3667  YOU  AND  OTHERS  AROUND,MARLBORO,"MIX, TOUCH",,4
00PdP000001yDeaUAE_Image_Response_a0Z4H00000axbUKUAY,IS HIGHLY  MARLBORN  ADDICTIVE  DONT START  SELECTED PREMIUM TOBACCOS  3  YOUR DOCTOR  CARTONS  OR YOUR  OL MARLBORO  FEDEAL  BLUE  ONL 00  MARLBORO  AILVAR BLUE    MARLBORO  GM SEAL  THE  SILVER BLUE  SMARK  SEAL  FIRM FILTER  MARLBORO  SILVER BLUE  TM  FIAM FILTER  MARLBORO  SMART  SEAL  SILVER BLUE  SEAL  TM  FIRM FILTER  MARLBORO  SMART  SILVER BLUE  MAUTHORO  SMOKING  SERIOUSLY HARMS  RS  MARLBORO  SILVER BLUE  SILVER BLUE  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  HIGHLY  DONT  START  SELECTED  PREMIUM  YOUR  DOCTOR  YOUR  FILTER  SILVER  FIRM  SERIOUSLY  HARMS  SILVER  BLUE  AED  128  USD  3556,MARLBORO,"BLUE, FILTER, SILVER",,5
00P4H00001mP9v1UAC_Image_Response_a0Z4H00000axbUQUAY,HEETS TURQUOISE  SELECTION 200S  AED 144  USD 4000  HEETS YELLOW  SELECTION 200S  AED 144  USD 4000  HEETS AMBER  SELECTION 200S  AED 144  USD 4000  00  SELEC CTION  YELLOW  SELECTION  YUNQUOISE  TURQUOI SIDE  SELEC NO  SELECTLON  YELLOW  NELLOW  SELECT JON  SELECTION  FURQUE DIS  UT OVER SE  SELECTION  SELECTION  YELLOW  FELLOW  SELECTION  SELECTION  PURQUE OLSE ER  PURQUOISEN  SELECTION  S  GOS  EM OW  YELLOW  SELECTION  SELECTION  SEL QUIGN  SOB  WHICH ADDICTIVE  NOT RISK FREE AND  MBER  IDOS  SELECTION  TUR SEI EQUOLICE  ALL  HEETS  TURQUOISE  200S  AED  144  USD  4000  AMBER  SELEC  SELECT  NOT RISK  FREE  AND,,"AMBER, SELECT",,2
00PdP000004FkbOUAS_Image_Response_a0Z4H00000axbUQUAY,AED 361  USD 10028  DOUBLE ICE  WWWDUBAIDUTYFREECOM  ICE  MARLBORO  MARLBORO  DOUBLE ICE  DOUBLE ICE  G  ARN  THE  MARLBORO  YOU  S  SMOKING  DOUBLE ICE  200S  KILLS  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  ILLS  YOU AND OTHERS  AROUND YOU  AED  361  USD  10028  DOUBLE  ICE  DOUBLE  ICE  132  3667  AND  OTHERS  AROUND,MARLBORO,,,2
00P4H00001mOtr6UAC_Image_Response_a0Z4H00000axbUSUAY,A  MARLBORO  MURLBORO  ORO  SMOKING    SMOKING  KING  IS HIGHLY  IS HIGHLY  IGHLY  ADDICTIVE  ADDICTIVE  ICTIVE  DONT START  DONT START  T START  MARLBORO  DOUBLE ICEMIX  200S  AED 127  USD 3528  WWWDUBAIDUTYFREECOM  FREE  ET  10X50 GRAMS   SS   HIGHLY  DONT  START  DOUBLE  ICEMIX  AED  127  USD  3528,MARLBORO,,,2
00P4H00001mt8yiUAA_Image_Response_a0Z4H00000axbUSUAY,TM  DU  FIAM FILTER  A CONSISTENT  SMOKING EXPERIENCE  SMOKING  FROM START TO FINISH  KILLS  TM  FIRM FILTER  A CONSISTENT  SMOKING EXPERIENCE  MARLBUZO  FROM STARTTO FINISH  SELECTED PREMIUM TOBACCOS  CARTONS  2  SMOKING  KILLS  MARLBURA  MARLBURO  CARTONS  CARTONS  A  S  N  S  SMOKING  G  KILLS  MARLBORO  MARLBORO  UMTO  HORO  SMOKING  KILLS  ING  S  MARLBORO  MARLBORO  RED  400S  AED 233  USD 6472  WWWDUBAIDUTYFREECOM  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  SMOKING  AROUND YOU  KILLS  FILTER  CONSISTENT  SMOKING  EXPERIENCE  FROM  START  FINISH  SELECTED  PREMIUM  TOBACCOS  AED  233  USD  6472  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND,MARLBORO,"FILTER, RED",,4
00P4H00001mtFDWUA2_Image_Response_a0Z4H00000axbURUAY,MARLBORO  BLUE  MANTHURA  SMOKING  KILLS  SILVER BLUE  1  MARLBORO  SEAL  SILVER BLUE  K  TER    MARLBORO  CASTAL  SILVER BLUE  SMART SEAL  FIAM FILTER  MARLBORO  SILVER BLUE  SMOKING  KILLS  MARLBORO  SILVER BLUE  200S  AED 127  USD 3528  WWWDUBAIDUTYFREECOM  SILVER  SMART  SEAL  FILTER  SILVER  BLUE  AED  127  USD  3528,MARLBORO,"BLUE, FILTER, SILVER",,5
00P4H00001mP9YnUAK_Image_Response_a0Z4H00000axbUSUAY,CONTAINS MENTHOL  IN CAPSULES  MARLBORO  BLOSSOM FUSION  MARIBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  VISTA  BLOSSOM FUSION  MARTBORO  SMOKIN  KILLS  VISTA  BLOSSOM FUSION  BUY ANY 2 OUTERS  SMOKING  GET 10 OFF  MARLBORO  BUY ANY 3 OUTERS  VISTA BLOSSOM  GET 15 OFF  OR  200S  DDF  MARLBORO  AED 127  SPE  DOUBLE L MIX I ICE FUSION MENTHOL   USD 3528  SHUFFLE BLOSSOM FUSION I WINTER  WWWDUBAIDUTYFREECOM  LUNA TROPICAL SPLASH MENTHOL 200S  AFD 127 EACH  CONTAINS  MENTHOL  CAPSULES  BLOSSOM  FUSION  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  BUY  ANY  OUTERS  GET  10  OFF  BLOSSOM  15  AED  127  DOUBLE  MIX  ICE  FUSION  USD  3528  SHUFFLE  BLOSSOM  WINTER  LUNA  TROPICAL  SPLASH  MENTHOL  200S  EACH,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00P4H00001mtFVNUA2_Image_Response_a0Z4H00000axbURUAY,SMOKING  ERIOUSLY HARMS  AS  YOU AND OTHERS  AROUND YOU  SMOKING  SMOKING  LOUSLY HARM  MARTBORO  SERIOUSLY HARMS  U AND OTHER  AROUND YOU  YOU AND OTHERS  AROUND YOU  SILVER BLUE   ALIA  MARLBORO  SMOKING  BLUE  SERIOUSLY HARMS  G  YOU AND OTHERS  HARMS  AROUND YOU  M  OTHERS  SILVER BLUE  YOU  MARLBORO  SILVER BLUE  200S  AED 123  USD 3417  WWWDUBAIDUTYFREECOM  ERIOUSLY  AND  AROUND  HARM  SERIOUSLY  OTHER  SILVER  SILVER  BLUE  AED  123  USD  3417,MARLBORO,"BLUE, SILVER",,4
00PdP0000021hPzUAI_Image_Response_a0Z4H00000axbUMUAY,17385    ZELL    3  SMOKING  MARLBORO  SERIOUSLY  HARMS  YOU AND  OTHERS  AROUND  GOLD  YOU  MARLBORO  GOLD  600S  AED 350  USD 9722  WWWDUBAIDUTYFREECOM  SMART  SEAL  SMART   FLORA  MARLBORO  SEAL  GOLD  AND  AED  350  USD  9722,MARLBORO,GOLD,,3
00P4H00001mupamUAA_Image_Response_a0Z4H00000axbUJUAY,3    SMOKIN  KILLS  SELECTED PREMIUM TOBACCOS    THROUGH  SMOKING  SERIOUSLY  HARMS  YOU AND  OTHERS  AROUND  YOU  BELECTED  MARLBORO  RED  600S  AED 350  USD 9722  WWWDUBARDUTYFREECOM  SELECTED  PREMIUM  TOBACCOS  YOU  AND  AED  350  USD  9722,MARLBORO,RED,,3
00P4H00001muqmIUAQ_Image_Response_a0Z4H00000axbUJUAY,FOR ADULT USE ONLY  SMART  SEI  MURI  MARLBORN  MARTBORO  DOUBLE MIX  DOUBLE MIX  SMOKI  WHEN PREG  SMOKING  SMOKING  HARMS  SERIOUSLY HARMS  SERIOUSLY HARMS  VOU AND OTHERS  YOUR BABY  YOU AND OTHERS  AROUND  MARLBORO  DOUBLE MIX  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  ING  IS  SMOKE  SMOKING  KILLS  FOR  ADULT  USE  DOUBLE  MIX  WHEN  PREG  SERIOUSLY  VOU  AND  OTHERS  BABY  YOU  DOUBLE  MIX  AED  132  USD  3667,MARLBORO,MIX,,3
00P4H00001mtFOLUA2_Image_Response_a0Z4H00000axbUNUAY,SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  TOUCH  SMOKING  BLU  JEALL  MIUDBORO  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  TOUCH  MAP  SILVER BLUE  CRAFTED FOR  PHILIPM  TM  LESS SMELL  MARLBORO  FIAM FILTER TM  SELECTED FINE TOBACCOS  TOUCH  MADE  UNDER  AUTHORITY  OF PHILIP  MORRIS  BRANDS  SART  NEUCHATEL  GIGNUS   MARLBORO  FILA EDUEL2  CRAFTED FOR  TM  LESS SMELL  SMART  TM  SEAL  FILTER  SELECTED FINE TOBACCOS  TOUCH  MADE UNDER AUTHORITY OF PHILIP MORRIA BRANDS SART NEUCHATEL  SMOKING  G  SERIOUSLY HARMS  YOU AND OTHERS  MARLBORO  TOUCH  200S  AED 118  USD 3278  WWWDUBARDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SILVER  BLUE  CRAFTED  FOR  LESS  SMELL  SELECTED  FINE  TOBACCOS  PHILIP  AED  118  USD  3278,MARLBORO,"BLU, BLUE, FILTER, SILVER, TOUCH",,7
00P4H00001mt978UAA_Image_Response_a0Z4H00000axbURUAY,WORKSONLY WITH IQOS ILUMA  WHO WITH  COSTLUMA  TER  REA  TEREA  SILVER  YELLOW  LLOW  WORKS ONLY WITH IQO  TH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  TEREV  EREA  TEREA  SILVER  YELLOW  YELLOW  WORKS ONLY WITH IDOS  NLY WITH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  TEREA  TEREA  TEREA  SILVER  YELLOW  YELLOW  WORKS ONLY WITH ICOSLU  S ONLY WITH IQOS ILUMA  WORKS ONLY WITH IDOS ILUMA  TEREA  FEREA  TEREA  WORKSONLY WITH ICOS ILUMA  THE  WITHINGS ILU  BLUE MENTHOL  DDF  200S  DDF  AED 144  USD 4000  WWWDUBAIDUTVFREECOM  WITH  IQOS  ILUMA  WORKS  ONLY  ILU  BLUE  MENTHOL  AED  144  USD  4000,,"BLUE, MENTHOL, SILVER",,3
00PdP000000nHyzUAE_Image_Response_a0Z4H00000axbUPUAY,LES  WWWDUBANDUTYFRES  MAAORO  MARLBORO  MARLBORO  G  HARN  OTHE  SMOK  D YOU  WHITE  KILLS  SMART  ING  HARMS  SMOKING  D OTHERS  IND YOU  MARBBARG  MARLBORO  WHITE  WHITE  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  SMOKING IS A MAIN CAUSE OF LUNG CAN  SS SS  SS SS SS SS  YOU  OTHERS  AED  128  USD  3556  SMOKING  MAIN  CAUSE  LUNG  CAN  SS    SS  SS  SS,MARLBORO,WHITE,,3
Image_Response_a0Z4H00000axPwdUAE,TEREA SILVER  AED 144  USD 4000  IQOS  TEREA  TEREA  15 SILVER  SILVER  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  TEREA  TEREA  SILVER  SILVER  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH ICOS ILUMA  TEREA  TEREA  SILVER  SILVER  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  TEREA  TEREA  SILVER  SILVER  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH ICOS ILUMA  ADDI  FREE A  AED  144  USD  4000  WORKS  ONLY WITH  ILUMA  ONLY  WITH  FREE,,SILVER,,1
00P4H00001lkrEKUAY_Image_Response_a0Z4H00000axbUOUAY,SMOKING  KILLS  M  ARLBORO  GOLD  MARTHORO  SMOKING  KILLS  MA  GOLD  MARLHORO  FIRM FILTER  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  GOLD  SMART  MA  SEAL  FRM FILTER  MARLBORO  GOLD  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  MARB  ARO  NOLD  SS  MARLBORO  GOLD  200S  AED 123  USD 3417  WWWDUBAIDUTYFREECOM  FILTER  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  123  USD  3417,MARLBORO,"FILTER, GOLD",,4
00P4H00001muqM0UAI_Image_Response_a0Z4H00000axbUPUAY,  KMS  U  FLAVOR MIX  MANHORO  SMOKING  KILLS  FLAVOR MIX  MANHWARU  SMOKING  KILLS  FLAVOR MIX  MANHBORO  CARTONS  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  M  SANA YOU  MARLBORO  NIX  FLAVOR MIX  200S  AED 132  USD 3667  FRM FILTER  ACONSISTENT  SMOKING EXPERENCE  FROM START TORNISH  M  SMOKING  MS  KILLS  ERS  U  MARLB  FLAVOR  MIX  SERIOUSLY  HARMS  AND  OTHERS  YOU  FLAVOR  MIX  AED  132  USD  3667  SMOKING  EXPERENCE,MARLBORO,"FILTER, MIX",,4
00P4H00001mOypHUAS_Image_Response_a0Z4H00000axbULUAY,M  DU  MANTBURN  SMOKIN  KILLS  GOLD  CARTONS  MARLBWEN  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  MAKLBORO  WHITE  400S  DDF  AED 233  USD 6472  WWWDUBAIDUTYFREECOM  MARLBORO  ALBORO  SMART  SEA    GOLD  W    SMOKING  KILLS  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  233  USD  6472,MARLBORO,"GOLD, WHITE",,4
00P4H00001mtFJqUAM_Image_Response_a0Z4H00000axbUNUAY,R  RTONS  SMOKING  MARLBORO  KILLS  DOUBLE ICE  3  SMOKING  KILLS  MARLBORO  DOUBLE ICE  DOUBLE ICE  600S  AED 346  USD 9611  WWWDUBAIDUTYFREECOM    U  DOUBLE  ICE  DOUBLE  ICE  AED  346  USD  9611,MARLBORO,,,2
00P4H00001nIeCxUAK_Image_Response_a0Z4H00000axbULUAY,DOUB  DOUBLE ICE  SMOKING MAY  REDUCE  SMOKING  SMOKING  THE BLOOD FLOW  SERIOUSLY HA  SERIOUSLY HARMS  AND CAUSES  YOU AND OTHERS  YOU AND OTHE  AROUND YOU  AROUND YOU  IMPOTENCE  GLONUA MY  DRAINUQ    940 ARE  101   QUE  MARLBORO  ARLBORO  DOUBLE ICE  MARLBO  SMOKING  DOUBLE ICE    NOV  SERIOUSLY HARMS  DOUBLE  ALL  YOU AND OTHERS  IT  AROUND YOU  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  YOU AND OTHERS  AROUND YOU  MARLBORO  DOUBLE ICE  200S  AED 132  USD 3667  WWWDUBANDUTYFREECOM  SMOKING  SERIOUSLY  HARMS  SMOKING CLOGS  HEART ATTACKS  YOU AND  AND STROKES  THE ARTERIES  AND CAUSES  OTHERS  AROUND  ICE  MAY  THE  BLOOD  FLOW  AND  CAUSES  YOU  OTHE  DOUBLE  ICE  AED  132  USD  3667  CLOGS  HEART  ATTACKS  STROKES  ARTERIES,MARLBORO,,,2
00PdP0000047s31UAA_Image_Response_a0Z4H00000axbUNUAY,  X    MARTHUP  MARLBO  MARIBU  DOUBLE MIX  DOUBLE MIX  MARIBO  9  SMOKING  SMOKING  DOUBLE MIX  P  SMAR  KILLS  KILLS  SMOKING  KILLS  MARLBORO  DOUBLE MIX  200S  AED 132  USD 3667  DOUBLE  MIX  DOUBLE  MIX  AED  132  USD  3667,MARLBORO,MIX,,3
